Timestamp,Machine_ID,Power_Consumption (kW),Production_Rate (units/hr),Temperature (°C),Humidity (%),Maintenance_Status,Energy_Efficiency (%)
2025-04-01 10:27:00,M004,18.684807551024065,245,25.37217250852572,41.95805554282189,Normal,79.68271624870849
2025-04-01 10:28:00,M005,16.75164739967546,238,25.943329202998783,44.285750468155136,Normal,84.45919942045629
2025-04-01 10:29:00,M002,15.352017466333956,265,26.137544148391413,59.710127339142545,Normal,84.45293708219334
2025-04-01 10:30:00,M001,14.31130491236307,292,27.24291601903205,43.704071930878314,Normal,86.66741704475666
2025-04-01 10:31:00,M002,19.98575753504521,219,23.138042843046193,42.0624511805348,Normal,82.08245543298442
2025-04-01 10:32:00,M003,14.400515371984529,237,28.09063086390129,40.16895104863828,Normal,86.99635653332679
2025-04-01 10:33:00,M002,16.99995880230478,262,25.39726550552302,55.87185398067523,Fault,86.0797441816265
2025-04-01 10:34:00,M001,16.01458042042986,287,20.96568253295367,56.372899025749284,Normal,78.12114060574133
2025-04-01 10:35:00,M005,22.850018781596727,280,26.796374145327235,59.493572540090625,Warning,79.25998551535629
2025-04-01 10:36:00,M004,17.624952039826084,221,28.54377756066267,40.765975947575896,Normal,87.90327630948647
2025-04-01 10:37:00,M001,23.565130845502026,249,26.69101331567515,41.50531331400905,Normal,87.15843221496014
2025-04-01 10:38:00,M001,17.98450967347091,203,29.79288671715667,52.28564212400898,Normal,81.89443667423409
2025-04-01 10:39:00,M003,16.064786698270005,257,23.66983957815128,41.56486205710044,Normal,80.46737303117288
2025-04-01 10:40:00,M001,14.750897868053627,212,28.003641074669574,43.66469937031944,Normal,76.42286148318648
2025-04-01 10:41:00,M001,18.72372198058234,214,22.11810653121946,55.602554890009216,Normal,84.25511092944102
2025-04-01 10:42:00,M003,11.914390563678012,291,27.714293268480873,40.66993068096637,Normal,86.02028225590828
2025-04-01 10:43:00,M001,18.177626258875396,282,20.760154545750737,43.99713883352314,Normal,81.74058718229385
2025-04-01 10:44:00,M002,18.09178678954338,296,24.606446679721152,55.07666941190522,Warning,84.38172521817116
2025-04-01 10:45:00,M005,10.179551456635378,204,25.115515885381626,44.91066544556225,Normal,80.4988516937493
2025-04-01 10:46:00,M004,17.533408015516876,214,20.306610813279864,59.18563999718884,Normal,93.25363728327565
2025-04-01 10:47:00,M002,15.31393330566436,199,20.38775715330266,55.900721891722064,Normal,93.37484450666477
2025-04-01 10:48:00,M003,15.300612870941869,293,20.837957959655437,44.286434861845706,Normal,86.7777494703264
2025-04-01 10:49:00,M004,18.934773370560947,262,26.27660881503796,59.70374825239457,Normal,94.78544126604704
2025-04-01 10:50:00,M003,24.2366073678466,205,28.20004759369339,54.92144738983053,Normal,89.907316537577
2025-04-01 10:51:00,M005,16.481623165856202,265,26.802970266350055,44.95974742825939,Normal,79.25978152236124
2025-04-01 10:52:00,M002,12.103105551817862,210,25.566845700725736,55.3318187554392,Warning,83.99088719389876
2025-04-01 10:53:00,M003,14.045323984357806,271,20.293370685503984,57.69760962668141,Normal,80.28559679935319
2025-04-01 10:54:00,M004,23.68935529421325,233,23.80308222178808,57.17911942936108,Normal,92.4954545156708
2025-04-01 10:55:00,M001,17.839891351100793,280,25.262708384208484,57.173042666281745,Normal,94.52339425401786
2025-04-01 10:56:00,M003,23.55741291997937,271,20.092228290378678,54.447830938704016,Normal,89.86982505944188
2025-04-01 10:57:00,M001,17.70920663774698,256,21.016671619217,46.684742479528424,Warning,80.9922982221258
2025-04-01 10:58:00,M003,12.05440069089684,187,24.221248953639822,47.22871165082947,Normal,84.91181885017647
2025-04-01 10:59:00,M001,19.501141315383567,285,21.772025857234652,40.429000681671226,Normal,90.10116642249395
2025-04-01 11:00:00,M005,14.88184810526338,247,26.388910533274508,42.5066128632555,Normal,88.47242909124401
2025-04-01 11:01:00,M004,24.05731682361955,209,25.193862286181222,46.2867898717823,Normal,94.49496011721506
2025-04-01 11:02:00,M004,15.004102985449851,268,27.474599497974708,55.76543449889458,Normal,78.92867772080922
2025-04-01 11:03:00,M004,15.284235079040208,189,27.547986293591695,56.54051621550661,Normal,84.10211718529371
2025-04-01 11:04:00,M002,10.649615793758684,268,20.180530825637668,42.514977495083706,Normal,91.1988056450388
2025-04-01 11:05:00,M005,19.388247890569446,213,20.59377002737608,43.72198197097607,Normal,85.16124862792131
2025-04-01 11:06:00,M005,14.08376616224368,232,21.43286199423916,47.19939250195661,Normal,77.11711296801498
2025-04-01 11:07:00,M003,23.618803238880222,235,28.065471932246567,52.87240392655596,Normal,91.19108003502626
2025-04-01 11:08:00,M003,10.837753916657237,181,20.36300024718773,52.554022898572235,Normal,81.64385232050435
2025-04-01 11:09:00,M003,16.220182620410814,257,22.470413989091906,45.449408581951815,Normal,81.53200786717431
2025-04-01 11:10:00,M005,19.957005272012438,291,25.483471367351278,52.40994251651237,Fault,76.96696902541143
2025-04-01 11:11:00,M003,14.048413735643189,267,20.294934772155134,50.95519139025864,Normal,85.48299416971219
2025-04-01 11:12:00,M001,23.768266674512077,271,22.16186643282931,56.76900168257332,Warning,89.21358052215857
2025-04-01 11:13:00,M003,21.473804966666272,229,29.84790688576102,48.16293047516601,Normal,90.14295475658776
2025-04-01 11:14:00,M002,18.855791408265468,189,22.677401729985288,54.86487509853973,Normal,94.62272419777429
2025-04-01 11:15:00,M005,17.086630749054063,198,24.198224622664085,40.18305558402384,Warning,81.57479687566325
2025-04-01 11:16:00,M003,11.07756849885929,217,25.25594106045591,52.66298225143595,Normal,89.90099988788333
2025-04-01 11:17:00,M005,16.927058956779213,246,27.334952543643112,53.46775079403073,Warning,89.24315367977843
2025-04-01 11:18:00,M001,11.115494952580516,202,26.421797773969175,40.93040839663823,Normal,94.14406333648223
2025-04-01 11:19:00,M004,16.802358217450372,243,21.02539437689546,58.204328401548764,Normal,81.13842306180189
2025-04-01 11:20:00,M004,14.733200737415372,206,21.861844176414376,57.79110582349499,Normal,76.90178220836475
2025-04-01 11:21:00,M005,18.626467260151248,286,27.060031048494587,49.68732946873086,Normal,88.60888996775981
2025-04-01 11:22:00,M005,14.315331395364549,279,28.572049409195767,57.00018096399445,Normal,86.05570940754961
2025-04-01 11:23:00,M004,10.523417291823844,201,28.40181944330109,41.90488313070567,Warning,83.59245371201179
2025-04-01 11:24:00,M003,19.800368653324448,298,24.174869082588174,58.87898428148827,Normal,76.30252735144344
2025-04-01 11:25:00,M004,12.281128611431644,224,29.391367754901225,57.68222305561382,Normal,88.16820480556535
2025-04-01 11:26:00,M002,23.2616016245882,293,20.926949425722103,44.73442677131121,Normal,92.24224429324016
2025-04-01 11:27:00,M003,20.84513137353875,274,26.201585073198014,42.775376602482524,Warning,83.14975888047557
2025-04-01 11:28:00,M005,21.656486960323555,264,28.968733556299405,55.74208107795723,Fault,89.55788247102926
2025-04-01 11:29:00,M004,16.173494494187167,289,21.641492024047526,41.87218807522303,Warning,90.36496593828531
2025-04-01 11:30:00,M005,20.34543839043006,295,25.937704942050118,51.62522609479616,Normal,80.131136399073
2025-04-01 11:31:00,M005,19.95576901992122,293,21.722388856937833,44.669198824420874,Warning,82.67438003486835
2025-04-01 11:32:00,M002,14.175756730551889,211,29.2212044848042,41.48261319346659,Normal,76.57194107443999
2025-04-01 11:33:00,M005,16.363960089626705,274,23.425170344266544,48.8512159402463,Warning,94.96608347557915
2025-04-01 11:34:00,M002,12.200808794349994,282,22.01071407536767,55.375286826510916,Normal,84.6026281895625
2025-04-01 11:35:00,M005,20.977663493740927,240,21.888145304760524,57.40970812956657,Normal,92.85082117320053
2025-04-01 11:36:00,M002,13.927249222057188,211,24.196772823089347,55.06146768586094,Normal,83.95838227401812
2025-04-01 11:37:00,M003,16.00628112048611,232,22.841340793710206,55.23661277947665,Normal,90.1433174167425
2025-04-01 11:38:00,M001,14.71354247467233,226,22.18294016329234,52.863741707420466,Warning,79.63565332793075
2025-04-01 11:39:00,M004,11.809053821997242,288,26.164772734363254,48.26038696775855,Normal,92.96678957908595
2025-04-01 11:40:00,M004,18.708275460623028,188,28.89289017749649,57.20290967316639,Normal,89.8487339306628
2025-04-01 11:41:00,M003,10.327975890557246,252,29.175618740020077,47.20896299897666,Normal,76.0723259005101
2025-04-01 11:42:00,M001,19.403130782051257,234,29.201656805147643,53.9460889434962,Normal,83.0358546241772
2025-04-01 11:43:00,M002,20.595541929378975,230,29.9514734454806,51.09362075731145,Warning,77.10002038084141
2025-04-01 11:44:00,M001,13.146579845086652,215,29.62614508781367,58.08422955584866,Normal,86.19944057611107
2025-04-01 11:45:00,M003,14.79085008073637,187,24.186437883627313,46.315190341215214,Normal,92.88433449624429
2025-04-01 11:46:00,M002,17.44475881612874,192,20.08836480949287,52.91106602175286,Normal,90.16037616139351
2025-04-01 11:47:00,M004,16.369357609037845,295,25.029884025798516,50.952079378176556,Normal,79.34388805951488
2025-04-01 11:48:00,M005,13.728135050529687,218,25.90667493570221,44.28421082297661,Normal,90.05916437730536
2025-04-01 11:49:00,M001,23.56682224285106,215,25.312071235575836,54.811931433838936,Normal,94.10356423242152
2025-04-01 11:50:00,M001,21.937897603330875,292,27.551283490627775,40.70073556591078,Normal,76.24338721442147
2025-04-01 11:51:00,M004,13.205344061906963,245,23.90768414163318,57.731398198203124,Fault,82.70006755233
2025-04-01 11:52:00,M003,23.745020813055945,297,23.95137250308931,44.48360479011236,Warning,93.47804025173548
2025-04-01 11:53:00,M001,19.299261354143695,203,26.822592715181113,41.79175429751285,Normal,85.09049873912102
2025-04-01 11:54:00,M003,20.42907905716627,194,27.917167644704723,46.76188667551658,Warning,81.77297755387562
2025-04-01 11:55:00,M001,17.44390040739626,283,22.976975671631006,52.84871126186874,Warning,86.11702014214475
2025-04-01 11:56:00,M002,12.98768706514671,245,28.253603377445735,43.403014066717134,Warning,76.31844604354428
2025-04-01 11:57:00,M005,14.384344941545201,243,25.918035530955848,53.91454225630876,Normal,90.51306313065258
2025-04-01 11:58:00,M001,22.697335264039864,208,23.89326839630717,46.76908247640735,Normal,83.89986739420185
2025-04-01 11:59:00,M004,18.18005694321933,209,24.34254545773081,54.30412424289828,Normal,77.46221443898084
2025-04-01 12:00:00,M002,10.698138723239945,217,21.010301587137754,47.523851051854336,Normal,88.45787278830369
2025-04-01 12:01:00,M003,10.104369892071418,254,20.359632389369033,47.17283341956707,Normal,94.1180017579255
2025-04-01 12:02:00,M001,18.561724175178163,295,24.178552991973845,43.77535943033209,Normal,81.27431730078025
2025-04-01 12:03:00,M004,23.632235316938647,230,26.456724622991175,58.1313228659782,Normal,91.98709618913097
2025-04-01 12:04:00,M001,12.020282209826274,273,20.156931018995586,44.45223354571397,Normal,92.09507754274378
2025-04-01 12:05:00,M001,18.064940632881605,241,29.598239207106452,46.77342187279959,Normal,84.84958094318095
2025-04-01 12:06:00,M004,16.967509624071493,205,26.571845784870547,42.30866319670135,Warning,76.94544253768932
2025-04-01 12:07:00,M003,16.913110661259918,255,21.963431493122272,55.37974222349662,Normal,94.01460531081786
2025-04-01 12:08:00,M001,10.786710332432387,224,25.836704648494738,46.19218804685265,Normal,91.53597183432146
2025-04-01 12:09:00,M002,10.840693228659607,222,24.983996762239574,50.80585619918274,Normal,86.73547376083062
2025-04-01 12:10:00,M005,23.452926284918448,233,29.390328702113223,53.31060291186443,Normal,94.7431557462402
2025-04-01 12:11:00,M005,14.110360850730068,227,20.469695287125955,46.96015691934189,Normal,79.602939345155
2025-04-01 12:12:00,M004,12.996002024917637,282,25.929479380707868,57.298947256708345,Normal,81.15342149059448
2025-04-01 12:13:00,M003,15.727124913750092,198,21.144897890195026,56.030973527260045,Warning,90.98390281930931
2025-04-01 12:14:00,M002,17.936429492137666,208,25.613646155808194,45.44461581956896,Warning,83.60365225096713
2025-04-01 12:15:00,M003,13.178927407497124,282,22.107582902772037,52.491817091136625,Normal,93.87383851812082
2025-04-01 12:16:00,M001,11.647013914423432,270,26.910400459560968,45.4878807750883,Normal,94.64558172958127
2025-04-01 12:17:00,M005,20.90068157885525,222,25.58407544627451,57.94739182468007,Normal,81.67615504819891
2025-04-01 12:18:00,M004,11.778088169061142,276,29.649461993739287,55.35423715072721,Normal,88.86320497428359
2025-04-01 12:19:00,M002,12.934185498441579,291,27.513455409355423,46.525403808292644,Normal,86.42140216280816
2025-04-01 12:20:00,M002,12.041083583136846,262,25.45530282024113,58.98277442224452,Warning,85.2225556796821
2025-04-01 12:21:00,M001,23.776068198490332,221,27.286143279030657,51.58206861790562,Normal,90.40754664409066
2025-04-01 12:22:00,M002,10.035045572128377,214,28.63542339879948,48.49222655990753,Warning,92.65235432933673
2025-04-01 12:23:00,M001,11.29292627365737,262,21.037435634947112,50.854720552143064,Normal,82.56808969774255
2025-04-01 12:24:00,M001,19.498223127166305,227,21.32605712911654,58.52023311311329,Normal,84.32500541657033
2025-04-01 12:25:00,M001,15.586070356680583,245,22.129494327224155,48.175961995240044,Normal,75.53257904990606
2025-04-01 12:26:00,M003,10.184779347640534,243,21.046746110430625,47.36016654126259,Normal,80.95483545585654
2025-04-01 12:27:00,M002,17.995370427775946,269,27.7391586582689,49.869682531746726,Normal,92.28000647698906
2025-04-01 12:28:00,M002,24.795476098272324,289,21.00124713218664,46.19496109137773,Normal,76.95684440909409
2025-04-01 12:29:00,M005,24.70842781799287,186,21.20723144872157,46.9563127115931,Warning,85.65255858834584
2025-04-01 12:30:00,M005,19.330121665561123,275,27.184968823695122,55.90676813185033,Normal,91.2159189851401
2025-04-01 12:31:00,M004,16.04200828752659,209,20.261194102374084,45.917412609134594,Normal,92.07978628007409
2025-04-01 12:32:00,M003,12.367102919876665,296,24.71813734183177,59.57023117538219,Normal,81.27812074488527
2025-04-01 12:33:00,M002,13.00935824007702,288,27.85597522919691,51.60682942552285,Normal,89.61673047977355
2025-04-01 12:34:00,M003,14.048129889689546,207,20.647235292748256,51.89919014692856,Normal,93.21687851120114
2025-04-01 12:35:00,M004,20.414871593723383,186,21.793383777565037,55.175600308602064,Normal,77.1678170736465
2025-04-01 12:36:00,M002,24.117755369264728,267,27.47078534601538,41.12749709793362,Normal,90.04467766353594
2025-04-01 12:37:00,M005,24.077228615337702,261,22.718552814085808,46.19977524331996,Normal,80.99398749997087
2025-04-01 12:38:00,M004,20.576628948364,194,25.247776071433623,51.12187706538499,Normal,81.02672520202276
2025-04-01 12:39:00,M002,23.55822202950567,224,29.367450259264377,41.73644280250866,Normal,84.74720952053299
2025-04-01 12:40:00,M003,15.812129913462545,213,26.267211596823287,40.80172049833486,Normal,80.73400636139742
2025-04-01 12:41:00,M001,20.76651529769548,192,21.25216727501929,51.00175511825513,Normal,84.3141546859748
2025-04-01 12:42:00,M003,13.269134033294746,286,23.144420696072604,58.048339245432814,Normal,83.81977155382077
2025-04-01 12:43:00,M005,16.725176363167506,182,22.787053934632397,55.40935268598325,Normal,87.72094653881362
2025-04-01 12:44:00,M001,24.05703577230562,239,22.011128661332304,49.94831687882071,Normal,93.41765063443731
2025-04-01 12:45:00,M001,19.250387460577105,198,26.531092845959577,49.97455810817047,Normal,80.26779370816043
2025-04-01 12:46:00,M004,11.010622384206744,213,21.078082721325554,49.22402610765769,Normal,79.3132229157332
2025-04-01 12:47:00,M005,10.368753270319619,222,25.93277608482266,41.82799164674201,Normal,77.45512650913149
2025-04-01 12:48:00,M003,10.687880161287373,265,27.46803154459328,55.1923792003424,Normal,85.17756648238894
2025-04-01 12:49:00,M001,21.128814133459834,271,22.79629892956007,44.48830684943782,Normal,79.3899040922089
2025-04-01 12:50:00,M001,19.366185512074757,259,25.066425743485212,57.266618437819346,Normal,87.68732857049085
2025-04-01 12:51:00,M003,17.171366199366734,239,25.663624216906268,56.783879701047184,Normal,75.0910008020422
2025-04-01 12:52:00,M004,15.240107888846905,183,28.78166255019656,50.77050628411462,Normal,81.47412334231946
2025-04-01 12:53:00,M004,19.254786613860944,204,26.206876242802707,48.5250196805617,Normal,94.98354922110568
2025-04-01 12:54:00,M001,18.979408823156604,260,25.066222600121513,44.21100853327065,Normal,91.22504066683273
2025-04-01 12:55:00,M004,18.446573882791103,287,28.64268561916416,51.720672967433174,Normal,81.0332017060144
2025-04-01 12:56:00,M002,21.816557927707493,214,25.220493656587188,42.77693087940603,Normal,91.3756628880507
2025-04-01 12:57:00,M001,18.688775021885313,280,22.144905145831217,52.76331840850742,Normal,76.75058839730241
2025-04-01 12:58:00,M002,17.651506627086153,286,25.569002651319774,57.74022831290586,Normal,83.99976659116582
2025-04-01 12:59:00,M002,18.075452109998245,266,20.835996557495697,50.12874498503352,Normal,76.91813929461483
2025-04-01 13:00:00,M001,20.59079184046803,297,20.160544290052936,54.11748272108312,Normal,85.11992464169465
2025-04-01 13:01:00,M003,11.875146034132317,235,28.727135110354894,48.484332948765896,Normal,84.90852449927931
2025-04-01 13:02:00,M002,24.589858759778163,205,21.726769006918083,51.34094309377491,Warning,79.86029688520281
2025-04-01 13:03:00,M001,15.666462394507679,211,21.585293500621468,48.96458147867523,Normal,79.9384528097156
2025-04-01 13:04:00,M005,19.268631765487044,289,21.727671822577918,52.419367012088316,Normal,81.10603425236178
2025-04-01 13:05:00,M003,10.076727059660444,237,22.607289609485164,57.90060616202257,Normal,92.60297059081026
2025-04-01 13:06:00,M002,12.487568696423118,222,22.0678282448929,46.40711941998629,Normal,77.6970114247568
2025-04-01 13:07:00,M002,19.420921548906705,223,26.19506794562161,41.05191617995868,Fault,80.51481091511234
2025-04-01 13:08:00,M002,11.638489447228672,184,29.45226863899655,48.70958074335114,Normal,78.95818121015857
2025-04-01 13:09:00,M002,15.420373675616212,297,24.026420544964417,42.405264018193805,Warning,83.36098717274785
2025-04-01 13:10:00,M003,17.016362363714013,249,24.68396933776063,57.469602277594355,Normal,79.88362300619204
2025-04-01 13:11:00,M004,10.099484057657651,293,25.324258118075583,58.149918577044694,Normal,93.1975007058067
2025-04-01 13:12:00,M001,16.36021858925719,236,27.424150022260925,49.404219704874464,Normal,93.04751321612159
2025-04-01 13:13:00,M003,24.4743120973539,194,24.812711807805687,42.35779089329432,Normal,92.90786415095423
2025-04-01 13:14:00,M005,12.127119794431078,209,29.30742623466314,56.89714578135497,Normal,82.47086847161506
2025-04-01 13:15:00,M004,19.017291142449903,222,23.298291588403103,44.39977353626965,Normal,77.29150840396788
2025-04-01 13:16:00,M002,20.49810953742815,203,23.13162544596438,53.453065927259324,Normal,80.57748555959671
2025-04-01 13:17:00,M005,20.523314635640272,192,20.70450289014227,59.45472372993902,Normal,82.15414987754673
2025-04-01 13:18:00,M005,11.285201112171436,202,26.12466852764385,58.57653619107336,Normal,88.6553485099348
2025-04-01 13:19:00,M005,20.90013385260726,294,21.65251973140708,55.69959812427982,Normal,81.21193301299168
2025-04-01 13:20:00,M005,14.07562782813682,254,26.69004872506869,51.75375345297769,Normal,87.92213850410035
2025-04-01 13:21:00,M004,17.09851861774915,271,21.12911290273333,41.851307578635506,Normal,94.27165854324215
2025-04-01 13:22:00,M003,23.869875573694316,246,21.032897558994467,40.181600730585025,Normal,79.55670120387761
2025-04-01 13:23:00,M003,15.128744012282421,187,24.919614362442935,54.929269159872085,Warning,80.55348764564683
2025-04-01 13:24:00,M004,15.68067556899572,180,29.269629784736367,59.672317174787544,Normal,90.80811175235455
2025-04-01 13:25:00,M003,23.64436465845352,218,25.929581382093392,58.771266335384865,Warning,87.4182623134989
2025-04-01 13:26:00,M003,19.369646069740618,231,21.92006257885746,53.29580235628585,Normal,85.74322797492113
2025-04-01 13:27:00,M002,16.215035753053137,243,21.761808177795622,47.549990147080564,Normal,81.48201674976477
2025-04-01 13:28:00,M001,16.331498962632075,207,25.34602007331447,56.337239486689846,Normal,79.76730188891837
2025-04-01 13:29:00,M005,17.30864810541768,217,25.431886753898105,48.349698292409514,Normal,89.57718617461795
2025-04-01 13:30:00,M004,24.907290592271426,207,27.44778326349713,52.74843797227062,Normal,83.02311718670603
2025-04-01 13:31:00,M005,19.43786361106269,277,25.972509453543744,55.95578028948,Normal,86.6124876518844
2025-04-01 13:32:00,M001,22.58151511486379,259,26.31677117105697,51.722910083246425,Normal,82.91484167344005
2025-04-01 13:33:00,M002,17.465265066227413,196,28.35675874375591,40.07710772010707,Normal,86.68823026723109
2025-04-01 13:34:00,M003,20.750464939831197,211,24.540117527872283,40.485285492735095,Normal,86.57821521095872
2025-04-01 13:35:00,M001,11.277722461612518,196,24.098841232158637,56.051741531869965,Normal,85.39289769419975
2025-04-01 13:36:00,M005,19.684662178901064,246,20.23319643685133,41.18540684093809,Warning,76.30993482452729
2025-04-01 13:37:00,M005,22.28615508143394,284,20.765704256993118,56.966083505704574,Normal,90.1016408929745
2025-04-01 13:38:00,M001,15.164323667740872,194,21.224124578989194,56.62397896091366,Normal,89.90921508567914
2025-04-01 13:39:00,M002,24.053068070091133,196,20.454561130121036,42.82630571987413,Normal,77.61966306660125
2025-04-01 13:40:00,M003,16.17039728668018,225,28.659015072346918,55.708819874775756,Normal,77.92191781127141
2025-04-01 13:41:00,M003,16.397309011712398,238,21.112015831567323,58.13368296972843,Normal,84.45652813766552
2025-04-01 13:42:00,M001,21.316091890846344,267,27.601138703681276,44.48756542416105,Normal,80.90863960033022
2025-04-01 13:43:00,M001,17.795543016323705,188,23.95594313314694,57.66278958767586,Warning,76.7203379729453
2025-04-01 13:44:00,M005,11.422922265332792,229,28.34045292437294,55.18739264919509,Warning,89.4511398315046
2025-04-01 13:45:00,M004,20.601423337783313,219,23.134314582932635,48.381225385285816,Normal,79.70395089484654
2025-04-01 13:46:00,M005,23.6489451827181,253,24.381618782984184,45.63242337226747,Normal,81.4587815398545
2025-04-01 13:47:00,M001,20.99563918063116,285,28.194913354349747,43.71564879440158,Normal,92.80917764977094
2025-04-01 13:48:00,M001,20.59393535706345,184,27.034881763398655,41.107921496440326,Normal,86.78478599230108
2025-04-01 13:49:00,M005,18.30744957542921,248,29.47577472320485,53.31133463020488,Fault,90.4859633438492
2025-04-01 13:50:00,M002,20.704366858668518,251,27.983655175955587,59.4607818996483,Normal,86.74992870054626
2025-04-01 13:51:00,M003,24.497599762320306,234,27.555966426230704,50.55659298400531,Normal,84.13143162860324
2025-04-01 13:52:00,M001,14.584407113384241,297,20.595865931064182,50.8632899607219,Normal,91.0516230013731
2025-04-01 13:53:00,M005,21.951069305193858,205,29.677104862307196,46.142234482772295,Normal,94.21671951015685
2025-04-01 13:54:00,M004,15.69112457956369,239,26.554669499488508,56.87419871318062,Normal,77.45569575488655
2025-04-01 13:55:00,M001,17.720785020436455,268,25.50294117467333,48.814485657965285,Normal,92.57609919383638
2025-04-01 13:56:00,M004,15.556303972008187,186,26.862404260416444,56.04488796928361,Normal,81.72137063529028
2025-04-01 13:57:00,M002,10.561194246812951,208,27.41036233452112,53.753482288800896,Warning,87.14267454807525
2025-04-01 13:58:00,M001,17.995314027762163,197,24.015300666446777,55.47333102487905,Normal,92.41214816247707
2025-04-01 13:59:00,M004,10.762878511687637,213,23.323802243979927,54.37287427980176,Normal,94.1025682314878
2025-04-01 14:00:00,M003,14.359541006033094,262,28.34905944861576,48.64169932969702,Normal,86.31758419298721
2025-04-01 14:01:00,M004,20.237055321586674,237,23.12035150289131,58.976271839581536,Normal,79.32809157065536
2025-04-01 14:02:00,M005,17.709378430633613,260,22.211686842802678,53.323889669574704,Normal,78.7869635823292
2025-04-01 14:03:00,M001,12.19265926496335,195,20.317390273661637,57.34546511500251,Warning,77.28445179081312
2025-04-01 14:04:00,M004,18.83616803515573,223,21.411537266735877,56.6518577555978,Normal,90.8850795968402
2025-04-01 14:05:00,M003,14.038875002106025,247,27.09629382641417,47.84380684685933,Normal,83.99291713579936
2025-04-01 14:06:00,M005,13.438153922141014,299,29.121436001142843,45.86440395240939,Warning,90.72250827546075
2025-04-01 14:07:00,M002,15.299279400579458,291,20.3454161256875,42.17176506841357,Normal,90.50678571995982
2025-04-01 14:08:00,M001,17.647830428714872,253,27.759369708487725,56.99626896364995,Normal,83.7008702257193
2025-04-01 14:09:00,M004,19.82039888342534,228,27.98759418959287,57.14648474690364,Normal,93.72676207136197
2025-04-01 14:10:00,M001,10.904020206081375,258,22.882139020227203,58.70963988318462,Normal,90.40117958753538
2025-04-01 14:11:00,M001,20.159311390505962,255,22.215856587292297,45.012217806743394,Normal,88.66106906395476
2025-04-01 14:12:00,M002,23.6009830183295,242,20.944911273093552,40.71042851234414,Normal,84.56536528185286
2025-04-01 14:13:00,M003,13.992094077448886,228,21.94442295119085,52.47486274017925,Normal,80.42920078678836
2025-04-01 14:14:00,M002,12.243530340313228,189,24.634027231355553,45.592057013079845,Normal,93.59014146828626
2025-04-01 14:15:00,M002,19.082260110435982,189,29.87138063184337,41.11701608051654,Normal,87.09189913361367
